donation_id,amount,sybil_score,tx_hash,created_at,donor_id,proposal_id
69ef3ac6-2afa-4121-afad-5048c6284e0b,41.55045031,0.079129,0x9d0e5f0ea52940f298426503dca32d6e,2025-07-17T04:13:10.360159,cc9b8733-92f4-43a3-9884-018d2d256990,b001b7c4-6833-4856-aab8-cc96836b74d1
c64ae273-daf9-4021-a424-0cc47f2c9cfb,86.30320307,0.07374,0xacf2bac32fbd4867aa2e42b013d4c64c,2025-07-17T22:02:34.664959,628aa265-46cb-47a2-a5c2-b7b7bff4cf05,b001b7c4-6833-4856-aab8-cc96836b74d1
ecb1de7e-09ff-46a7-9dea-592c1584f4ae,97.53703704,0.03854,0x4084783c72bf48419b1abfb2da035691,2025-11-01T03:29:19.188430,ed499628-dac6-439c-bae2-f642bfc01049,22911847-8861-482c-b6dc-70aa601f89c7
b303b6f6-d999-4a2e-8f7e-431b4ada3c5c,8.72373491,0.038343,0x685cd402c7404ff0bb5daf01d0b7d712,2025-09-03T05:29:07.639019,88ce1eb3-99e9-4dc7-b304-7d1cfb389321,22911847-8861-482c-b6dc-70aa601f89c7
ada5a730-bb44-4c35-beac-d05b1c615c63,244.63158302,0.120412,0x05f5259935b04fc7a88505c214a05d72,2025-11-02T05:42:10.014995,21e6e6cd-2387-49ab-bf83-cfc2d63a595a,22911847-8861-482c-b6dc-70aa601f89c7
080e2e16-6073-4109-8e68-10c2e7028111,52.6178732,0.053515,0x1d2197506c164129a022f8c9544a6f1d,2025-09-22T01:27:04.010658,16bbe05b-0fcf-46e2-b486-295e430e1765,22911847-8861-482c-b6dc-70aa601f89c7
37814178-6748-4f2d-97bc-3d3a838899cc,15.74736724,0.036657,0x2a7e55be2a394ec0919d83890dbce040,2025-06-11T12:40:31.857859,39b6a316-c8a3-48c0-8aca-37e954b3ef76,22911847-8861-482c-b6dc-70aa601f89c7
ffd523cb-35c9-4452-9a6d-15e35efc561d,134.45901546,0.072411,0xa6d5b3f9dc394c779f00448e2b7d58e9,2025-10-06T12:26:19.688790,51e849a6-2ad5-42de-9ee1-7335cc7f5120,22911847-8861-482c-b6dc-70aa601f89c7
943f1d8a-1255-4b43-997b-dec239390880,99.24326101,0.019058,0x2b886c16e8a645ceb6343c71c6831fe1,2025-09-05T02:59:08.612581,88ce1eb3-99e9-4dc7-b304-7d1cfb389321,22911847-8861-482c-b6dc-70aa601f89c7
b21ddc58-2c5c-4ad6-8faf-8e961656083b,115.56621713,0.057846,0x24dd6b9d633b48e2be53094ea0c9c6ce,2025-08-21T05:36:11.250927,ba45dc98-69dc-43c2-86b1-4efd28a8c803,22911847-8861-482c-b6dc-70aa601f89c7
61874ca4-65a2-4c91-a5f5-e86d52961448,101.61061027,0.261113,0x0f46318f251f462f9b0f0bc71930aa81,2025-09-28T14:19:01.000564,2d7a5b58-a13c-40bd-9a93-4c607275f9e0,22911847-8861-482c-b6dc-70aa601f89c7
0dc61ae9-ca1b-4d26-9010-285f9b73715a,22.81238526,0.170929,0x8fbd0ae193d5457d92b3b1ef77432c75,2025-09-28T13:13:35.075109,17de8f22-50b1-4355-9ca7-37aa011b17bf,22911847-8861-482c-b6dc-70aa601f89c7
ad85b14f-6d30-4793-9891-be340bf1f612,302.39573447,0.012844,0xbcf16167138740fa831b47c5fc022e6f,2025-11-02T04:06:06.843667,ba45dc98-69dc-43c2-86b1-4efd28a8c803,22911847-8861-482c-b6dc-70aa601f89c7
f90b5388-0d6b-459b-bfa0-0ce24add9ba0,99.87224694,0.132775,0x83844208c523414ea3111f1f45c49fc1,2025-08-19T22:13:55.526575,32525c22-2ed4-4c47-a0af-a5479550e2eb,22911847-8861-482c-b6dc-70aa601f89c7
25f823e0-c222-4881-b14c-9fee44fb5e65,55.36833242,0.04796,0x5c1f15f357e64fce9135745ed4f76ac4,2025-08-09T00:59:29.301039,c01cbd56-17a1-4a77-834e-4ecc4ff55ceb,22911847-8861-482c-b6dc-70aa601f89c7
eb8650e4-3334-4a54-8f0a-91cf05e38035,60.57154519,0.098364,0xaaca43266ad8427999ccf692c4978edf,2025-10-11T03:46:03.392235,53e130f4-2b7f-4fa5-b6fb-a9bd09181dbe,22911847-8861-482c-b6dc-70aa601f89c7
19150453-157d-4a07-9fec-bbff0dcaffa6,72.8881591,0.201361,0xd541391087cb4abfbb80aad8dd968d78,2025-09-26T21:31:37.978859,308d5892-ca11-49f7-a666-ecbb9805b13f,c0aba404-91fa-4dbd-a2f0-c457de1a4c1f
35cc50d1-6880-4af9-9ead-ed621e638b50,224.35984585,0.16794,0x1b01c91b2d594717bcebf8a0129e4ee7,2025-12-02T16:53:13.080116,a284c468-44e1-428e-a8a9-637fa0c7001f,c0aba404-91fa-4dbd-a2f0-c457de1a4c1f
c1320f3d-fa0f-4445-9fd6-a82a98c9e4e2,10.3672989,0.040248,0x542155eaaf1743b59d2c14ebcb6e8159,2025-06-15T22:14:29.488210,7800e9e9-5766-4388-9e2a-f3449a4f697a,c0aba404-91fa-4dbd-a2f0-c457de1a4c1f
55cf9e64-96ae-43a4-98f5-434439649b67,77.16253434,0.152243,0x8b2a58bd41ea47d78b0691d4f4bc7b71,2025-07-04T21:23:21.443758,19098eaf-52eb-4422-bea0-a12dadbdd8d5,c0aba404-91fa-4dbd-a2f0-c457de1a4c1f
c8ac8b3a-98d3-4711-9042-25b03274fce8,6.98143755,0.254667,0x8269fb1b84d34bfe87377354ed42f32b,2025-10-19T11:26:29.817972,88ce1eb3-99e9-4dc7-b304-7d1cfb389321,c0aba404-91fa-4dbd-a2f0-c457de1a4c1f
1b978c25-61ee-4c91-a77a-65efb2a737b2,126.21969885,0.05609,0x1a17bc66375a4723b1700344fe5d7c22,2025-09-16T23:17:22.600102,ba45dc98-69dc-43c2-86b1-4efd28a8c803,c0aba404-91fa-4dbd-a2f0-c457de1a4c1f
64d2b8df-10a0-472e-8ab0-3dd17b844409,81.09627591,0.110982,0x0b0019dadebb4f92a951ea3cdbbd180e,2025-06-16T08:05:38.147256,d8d7a678-7553-4c55-8131-815b77c118a3,c0aba404-91fa-4dbd-a2f0-c457de1a4c1f
0527db87-1a18-4649-8e24-5d705b3a6203,384.15426974,0.14009,0x7cc3bc7bc8fc4e2eaa70ba57a7a2ee15,2025-10-30T09:58:10.198883,975d8863-668f-4de8-b3eb-0c24492f0da3,24ddc2eb-2452-4c24-a7f3-adbcf92ee0c9
2a1a093c-25a0-4ede-a4f1-6a3a90d7b5e7,320.28273046,0.01821,0x5c5e2a3fa95b41f292c95b0f0383d838,2025-09-25T05:40:54.567092,7755d72a-ead6-4b20-a9a0-e34e10c1065d,24ddc2eb-2452-4c24-a7f3-adbcf92ee0c9
69c2ec68-9f26-46b2-b065-d28b19c3b475,40.57361674,0.032263,0xc87146de33c444a59e9be509de1d9bca,2025-11-21T16:30:09.306524,c90ad2dd-0a6d-4833-b4e6-4a1903e559c3,24ddc2eb-2452-4c24-a7f3-adbcf92ee0c9
741bc11a-22fe-49a0-8bff-ad2eb83241a9,69.08462009,0.229927,0x4392c74710954b77a445493a2c954443,2025-11-08T09:40:29.767154,16bbe05b-0fcf-46e2-b486-295e430e1765,24ddc2eb-2452-4c24-a7f3-adbcf92ee0c9
4e21e537-0771-4a25-8d45-e68ededd6b51,53.78354293,0.039931,0xbc9fe10938a4464bb83386adc345bec9,2025-10-12T03:24:09.251727,bcc89955-20dc-4571-a131-ef3d9720438d,24ddc2eb-2452-4c24-a7f3-adbcf92ee0c9
682bec01-815b-4a27-83e1-a20a8c86f91e,41.42326579,0.102317,0xfbf13e63be3942b0a3a77f7f72ae5126,2025-06-23T19:51:15.179178,99dc0da8-cc71-402b-aec7-e76513b94352,3c20e072-0920-4c9b-91ae-1aff3cb1448a
5cc90a1f-afdf-4ab5-a587-92ace8a0b8eb,15.85010027,0.030115,0x0092f91c6c0640389c8b80a132ff4403,2025-11-11T00:28:11.826936,f6886e5a-0df2-4571-aab2-5ab9fd02f92e,3c20e072-0920-4c9b-91ae-1aff3cb1448a
006766bc-607e-4bfe-bb55-ed7c2b602f80,34.5712198,0.169544,0xde918174ba134c6392a22dcdff48495e,2025-08-29T22:42:53.988706,32525c22-2ed4-4c47-a0af-a5479550e2eb,3c20e072-0920-4c9b-91ae-1aff3cb1448a
31fe628e-0e92-48b4-9292-ec5ff2ad63ef,176.37910329,0.118095,0xe60a1de774494c60a612c06246124230,2025-06-11T12:50:01.948792,99dc0da8-cc71-402b-aec7-e76513b94352,3c20e072-0920-4c9b-91ae-1aff3cb1448a
74e359f0-8bec-4b33-bd81-07a5c5a68e19,123.82736161,0.003432,0x80eba5f349a0408f839fee8c0463062f,2025-08-12T05:56:21.524076,2263fb28-9e2d-4985-ae09-3da7914d5ae5,3c20e072-0920-4c9b-91ae-1aff3cb1448a
f9420761-2215-4417-bf46-0a86d675ab2a,139.81097165,0.136061,0xd5002b32a0464a21811c26e72660e78a,2025-09-28T13:32:15.125498,324b2465-8c77-43c8-8c90-a17e7af9b37d,3c20e072-0920-4c9b-91ae-1aff3cb1448a
de97edc7-892b-4e70-b4e4-9346a8f04a4f,63.23951047,0.113819,0x5f0d0adc89b647d991496152ae4de16d,2025-11-03T05:19:59.841125,d53255ce-3520-4a9c-9f9b-815941396420,3c20e072-0920-4c9b-91ae-1aff3cb1448a
57372c99-877e-47ce-8cbd-86b2971d988c,191.27868321,0.197434,0xc978802412074214908264332afc7a34,2025-06-23T11:04:48.921284,b4c9cd2c-39df-4603-ae7a-6534c59c0674,3c20e072-0920-4c9b-91ae-1aff3cb1448a
aaf39074-a228-4f0c-b9f9-e8f5a3cda50b,44.28378305,0.106456,0xae7b32a11e9445789979d13dcd477515,2025-10-13T21:03:01.492113,8cfd6ba1-0093-4476-9c9e-35b01442348c,3c20e072-0920-4c9b-91ae-1aff3cb1448a
d4bae596-bc8c-432c-a163-4fb5022e68a2,191.50418747,0.168532,0x349f161ff56d4c3f9ef24632b4bb21b8,2025-06-18T13:34:41.732614,e4ba72e4-8b43-476f-9fda-9b44d89bf654,3c20e072-0920-4c9b-91ae-1aff3cb1448a
78a8b83c-6bf8-4359-b7f4-c7bbea5d87f0,117.3720681,0.114601,0xd0b863c2fec74faaabf3518f9ea4d8d7,2025-10-18T09:11:31.572461,d8b5187b-e941-40e9-9e98-3ee849d9cff0,577ae3b3-c647-407e-9100-072d9744d8e4
e297ed62-9dd3-4973-8bef-329785667514,60.2865316,0.030011,0xab91dd13873e4fa1938c6c8baa013e99,2025-07-24T03:49:48.294759,c01cbd56-17a1-4a77-834e-4ecc4ff55ceb,577ae3b3-c647-407e-9100-072d9744d8e4
f4198bed-d550-4f76-9ec7-70ff9238214a,238.48044672,0.025331,0xc222e1aaaf7a4203be099bd52d59a2ad,2025-07-19T06:10:17.345442,9fca26a6-1cfe-472c-9551-3d2c701d3526,577ae3b3-c647-407e-9100-072d9744d8e4
641f3a23-de9e-4b25-9860-e60cd6699d8c,103.84445091,0.050843,0xab69743f0d8741a0b55f6ee36efd01de,2025-09-28T19:32:02.014890,d8b5187b-e941-40e9-9e98-3ee849d9cff0,577ae3b3-c647-407e-9100-072d9744d8e4
2868cd79-5b83-431a-9e78-bdd73469f461,26.22305337,0.024554,0x1d60524bafd64658991feb0ddb64d8f9,2025-10-02T02:48:23.795044,8fdf357d-c352-491a-8bd3-584c79a82bcb,577ae3b3-c647-407e-9100-072d9744d8e4
304d639a-778a-47ff-835e-63956f33e3ea,224.02616419,0.183713,0x0ff3f3a98a5b4689a95be9d5a8872401,2025-07-14T22:52:46.940052,56cd0ade-b217-47f3-8264-17950537596e,577ae3b3-c647-407e-9100-072d9744d8e4
47f0293d-dffa-470d-8a69-e4652c3d9024,195.738402,0.043252,0x71fc1232c5bd4f6cbd7e9c277c924c48,2025-10-14T21:46:05.995118,e6b66a24-90ff-4f9b-b2b9-745b99f936fc,577ae3b3-c647-407e-9100-072d9744d8e4
d2e9b6e4-3e29-47e7-b38f-dc9b74cc30cd,216.10019385,0.061061,0xc98e5e04d5364d56bb16546dd8a982b8,2025-10-14T19:45:35.770087,1706eed2-f49a-413a-840c-d9fbc3304261,577ae3b3-c647-407e-9100-072d9744d8e4
132aa85f-0960-4f50-b741-209428f07a51,121.99193768,0.161203,0x5a596a1179864e08971075ff09a79298,2025-10-10T11:51:44.708949,58e43fb1-9c73-4c8e-a714-3ce2cbbc0856,577ae3b3-c647-407e-9100-072d9744d8e4
82f0e05b-14ea-4e7a-a108-8b7caa54e1f3,310.6467778,0.276193,0xaaa00d02e6d042e79934b55b02a40dd9,2025-08-01T05:56:55.934894,83427ea8-9f23-4366-bdc1-0c440a88a6d6,577ae3b3-c647-407e-9100-072d9744d8e4
6b9ba7f0-98d9-4fc5-94fb-dd0476f73d99,176.64602738,0.062813,0xd8b09382bbed468bba63c0a3ab763767,2025-09-16T01:26:37.986607,251cd97a-6918-4690-87c1-6cbea1a81c14,577ae3b3-c647-407e-9100-072d9744d8e4
9195c708-0892-424a-9bfb-4dd1df67a8df,121.37985141,0.064405,0xacc12e2914254e5ca54966ed187fc031,2025-10-09T06:11:56.956196,7755d72a-ead6-4b20-a9a0-e34e10c1065d,577ae3b3-c647-407e-9100-072d9744d8e4
3d0ac125-5676-4a9e-aeb0-5fc1bf64e287,214.7471471,0.030988,0x30fa2d46d1734f26abac6ece53e9641b,2025-09-17T03:19:36.632624,73ace351-b9bb-4581-a42c-865922aab839,577ae3b3-c647-407e-9100-072d9744d8e4
08777e71-6dd1-4361-b72f-45166b286221,18.57961981,0.158391,0x7d8c6b104a5d4a1da708a02f526e3fbd,2025-07-23T17:05:28.027687,8fdf357d-c352-491a-8bd3-584c79a82bcb,577ae3b3-c647-407e-9100-072d9744d8e4
d1b71e42-0a08-4f70-b142-c612139f177d,37.64606429,0.059024,0xada96d62678c46adae13f52743c9e89b,2025-10-27T11:19:54.410284,8fdf357d-c352-491a-8bd3-584c79a82bcb,a89850e4-f7f9-4cc3-b7ea-7b2dbb26d50b
7fcaccee-2298-4147-82bd-51c36f18886f,295.15185114,0.050625,0xc40a2d28ce7a40ba81ffafd9647f4087,2025-10-05T00:19:53.861966,53e130f4-2b7f-4fa5-b6fb-a9bd09181dbe,a89850e4-f7f9-4cc3-b7ea-7b2dbb26d50b
5962102d-208a-4a65-808e-2c975dd00ffe,341.83706135,0.071542,0x3208fd6a4b9e48ae872cf6db73826b8a,2025-07-10T21:56:42.904363,cb8fea32-cb68-4cac-b376-3108e867c163,a89850e4-f7f9-4cc3-b7ea-7b2dbb26d50b
7c44e803-3fe7-407e-aee9-a06e709cfa32,114.05155683,0.031675,0x56df47bdf78140f49b7e3f9369ef194e,2025-07-16T04:20:56.948630,f3b24587-fc7d-452f-bd27-02ed191abeba,a89850e4-f7f9-4cc3-b7ea-7b2dbb26d50b
ecc51ea3-8e33-421b-943d-00af1823d954,155.91306539,0.160359,0x82f7182175ec45d7a8ab242ac8912db5,2025-10-09T02:59:10.209073,70a5288d-2c0f-4a81-9445-e5336e50c957,a89850e4-f7f9-4cc3-b7ea-7b2dbb26d50b
305310ff-da6d-467d-91e8-1732026419d2,132.51066575,0.027435,0x17c871f1467f4e75a5e7b381fad28eaa,2025-08-08T07:04:21.963859,7755d72a-ead6-4b20-a9a0-e34e10c1065d,a89850e4-f7f9-4cc3-b7ea-7b2dbb26d50b
282520c2-ad96-46e8-adba-e77f28c51e1d,4.35404329,0.004762,0x1036a6e4e88747048535d1f39ea659a3,2025-10-27T11:18:33.389203,409db1f9-30a5-4867-a0c5-924f47c6dbce,a89850e4-f7f9-4cc3-b7ea-7b2dbb26d50b
